fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0310,Motor Fuel Tax Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0332,Electricity - Street Lighting,20396009
LOCAL,0314,Sewer Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,105697
LOCAL,0314,Sewer Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0155,Rental of Property,219387
LOCAL,0314,Sewer Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0315,Motor Vehicle Diesel Fuel,902595
LOCAL,0314,Sewer Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0320,Gasoline,531435
LOCAL,0314,Sewer Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0325,Alternative Fuel,21685
LOCAL,0314,Sewer Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0005,Salaries and Wages - on Payroll,2968761
LOCAL,0314,Sewer Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0012,Contract Wage Increment - Prevailing Rate,35606
LOCAL,0314,Sewer Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0020,Overtime,341145
LOCAL,0314,Sewer Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,225251
LOCAL,0314,Sewer Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0149,For Software Maintenance and Licensing,13774
LOCAL,0314,Sewer Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0162,Repair/Maintenance of Equipment,63468
LOCAL,0314,Sewer Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0176,Maintenance and Operation of City Owned Vehicles,1386981
LOCAL,0314,Sewer Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0360,Repair Parts and Material,972600
LOCAL,0346,Library Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0125,Office and Building Services,5652984
LOCAL,0346,Library Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,7624396
LOCAL,0346,Library Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0160,Repair or Maintenance of Property,1500000
LOCAL,0346,Library Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0161,"Operation, Repair or Maintenance of Facilities",500000
LOCAL,0346,Library Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0162,Repair/Maintenance of Equipment,810000
LOCAL,0346,Library Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0313,Cleaning and Sanitation Supplies,321936
LOCAL,0346,Library Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,0340,Material and Supplies,905000
LOCAL,0346,Library Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0155,Rental of Property,1774433
LOCAL,0346,Library Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0315,Motor Vehicle Diesel Fuel,28233
LOCAL,0346,Library Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0320,Gasoline,40828
LOCAL,0346,Library Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0322,Natural Gas,756207
LOCAL,0346,Library Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0331,Electricity,4637945
LOCAL,0346,Library Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0176,Maintenance and Operation of City Owned Vehicles,14937
LOCAL,0346,Library Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0360,Repair Parts and Material,26550
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,38,Department of Fleet and Facility Management,2126,Bureau of Facility Management,9188,For Expenses Related to the Operation of Millennium Park,15384600
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,17617
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0315,Motor Vehicle Diesel Fuel,287633
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0320,Gasoline,660679
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0322,Natural Gas,1066073
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0331,Electricity,7540754
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0005,Salaries and Wages - on Payroll,1450535
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0012,Contract Wage Increment - Prevailing Rate,22136
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0020,Overtime,186351
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,363722
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0148,Testing and Inspecting,4688
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0149,For Software Maintenance and Licensing,17290
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0162,Repair/Maintenance of Equipment,900000
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0176,Maintenance and Operation of City Owned Vehicles,588421
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0338,"License Sticker, Tag and Plates",3600
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0350,Stationery and Office Supplies,835
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0360,Repair Parts and Material,988611
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0440,Machinery and Equipment,31810
LOCAL,0610,Chicago Midway Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0450,Vehicles,480000
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,35232
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0155,Rental of Property,494870
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0315,Motor Vehicle Diesel Fuel,1404328
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0320,Gasoline,1541584
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0322,Natural Gas,6926997
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0325,Alternative Fuel,21685
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2131,Bureau of Asset Management,0331,Electricity,28084505
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0005,Salaries and Wages - on Payroll,9607005
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0012,Contract Wage Increment - Prevailing Rate,147348
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0015,Schedule Salary Adjustments,4636
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0020,Overtime,1287002
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1304884
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0148,Testing and Inspecting,5663
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0149,For Software Maintenance and Licensing,61544
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0162,Repair/Maintenance of Equipment,65000
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0176,Maintenance and Operation of City Owned Vehicles,3143950
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0338,"License Sticker, Tag and Plates",9600
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0350,Stationery and Office Supplies,1245
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0360,Repair Parts and Material,5606907
LOCAL,0740,Chicago O'Hare Airport Fund,38,Department of Fleet and Facility Management,2140,Bureau of Fleet Operations,0440,Machinery and Equipment,221224
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0005,Salaries and Wages - on Payroll,7314131
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0020,Overtime,1198809
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0055,Extra Hire,1378080
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0125,Office and Building Services,500000
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0130,Postage,317412
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0138,For Professional Services for Information Technology Maintenance,2041207
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,5704726
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0143,Court Reporting,198000
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0145,Legal Expenses,2882992
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0149,For Software Maintenance and Licensing,2345145
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0150,Publications and Reproduction - Outside Services.  To Be Expended with the Prior Approval of Graphics Services,181000
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0152,Advertising,291000
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0154,"For the Rental and Maintenance of Data Processing, Office Automation and Data Communications Hardware",1967823
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0155,Rental of Property,1494524
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0157,Rental of Equipment and Services,51000
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0159,Lease Purchase Agreements for Equipment and Machinery,748363
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0162,Repair/Maintenance of Equipment,222184
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0166,"Dues, Subscriptions and Memberships",33614
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0169,Technical Meeting Costs,44460
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0172,For the Cost of Insurance Premiums and Expenses,2410
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0178,Freight and Express Charges,15376
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0181,Mobile Communication Services,1688985
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0190,Telephone - Centrex Billings,2563249
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0229,Transportation and Expense Allowance,6350
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0245,Reimbursement to Travelers,4550
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0270,Local Transportation,4360
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0340,Material and Supplies,775180
LOCAL,0100,Corporate Fund,39,Board of Election Commissioners,2005,Election and Administration Division,0350,Stationery and Office Supplies,507491
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0005,Salaries and Wages - on Payroll,25999773
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0015,Schedule Salary Adjustments,286344
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0020,Overtime,148336
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0050,Stipends,43700
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0091,Uniform Allowance,18500
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0125,Office and Building Services,292090
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0130,Postage,28000
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0135,For Delegate Agencies,21689245
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,7434310
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0148,Testing and Inspecting,2000
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0149,For Software Maintenance and Licensing,98377
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0150,Publications and Reproduction - Outside Services.  To Be Expended with the Prior Approval of Graphics Services,70000
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0159,Lease Purchase Agreements for Equipment and Machinery,106788
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0162,Repair/Maintenance of Equipment,17300
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0166,"Dues, Subscriptions and Memberships",101358
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0169,Technical Meeting Costs,42497
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0179,Messenger Service,5000
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0181,Mobile Communication Services,308812
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0229,Transportation and Expense Allowance,11000
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0245,Reimbursement to Travelers,15000
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0270,Local Transportation,3150
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0330,Food,1220
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0340,Material and Supplies,49088
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0342,"Drugs, Medicine and Chemical Materials",957645
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0350,Stationery and Office Supplies,35000
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0424,Furniture and Furnishings,530000
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0446,For the Purchase of IT and Data Communication Hardware,146015
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,9254,Violence Reduction Program,14460000
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,9283,CARE Pilot Program,1000000
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,9296,Reproductive Health Initiative,2820458
LOCAL,0100,Corporate Fund,41,Chicago Department of Public Health,1005,Department of Public Health,9438,For Services Provided by the Department of Fleet and Facilities Management,82500
LOCAL,0B89,Opioid Settlement Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0005,Salaries and Wages - on Payroll,2076312
LOCAL,0B89,Opioid Settlement Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0015,Schedule Salary Adjustments,6042
LOCAL,0B89,Opioid Settlement Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0135,For Delegate Agencies,12750000
LOCAL,0B89,Opioid Settlement Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,549582
LOCAL,0B89,Opioid Settlement Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0150,Publications and Reproduction - Outside Services.  To Be Expended with the Prior Approval of Graphics Services,25000
LOCAL,0B89,Opioid Settlement Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0181,Mobile Communication Services,4380
LOCAL,0B89,Opioid Settlement Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0245,Reimbursement to Travelers,8000
LOCAL,0B89,Opioid Settlement Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0340,Material and Supplies,550684
LOCAL,0B89,Opioid Settlement Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0446,For the Purchase of IT and Data Communication Hardware,30000
LOCAL,0B90,Vaping Settlement Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0005,Salaries and Wages - on Payroll,545033
LOCAL,0B90,Vaping Settlement Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0015,Schedule Salary Adjustments,1920
LOCAL,0B90,Vaping Settlement Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0135,For Delegate Agencies,949131
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9260,After School Programs,15969124
LOCAL,0B90,Vaping Settlement Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,475000
LOCAL,0B90,Vaping Settlement Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0190,Telephone - Centrex Billings,450
LOCAL,0B90,Vaping Settlement Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0245,Reimbursement to Travelers,10000
LOCAL,0B90,Vaping Settlement Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0340,Material and Supplies,13790
LOCAL,0B90,Vaping Settlement Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0446,For the Purchase of IT and Data Communication Hardware,4676
LOCAL,0B92,Construction and Demolition Debris Management Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0005,Salaries and Wages - on Payroll,61565
LOCAL,0B92,Construction and Demolition Debris Management Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0091,Uniform Allowance,300
LOCAL,0B92,Construction and Demolition Debris Management Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0149,For Software Maintenance and Licensing,170336
LOCAL,0B92,Construction and Demolition Debris Management Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0169,Technical Meeting Costs,500
LOCAL,0B92,Construction and Demolition Debris Management Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0181,Mobile Communication Services,876
LOCAL,0B92,Construction and Demolition Debris Management Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0229,Transportation and Expense Allowance,1100
LOCAL,0B92,Construction and Demolition Debris Management Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0319,Clothing,300
LOCAL,0B92,Construction and Demolition Debris Management Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0340,Material and Supplies,473
LOCAL,0B92,Construction and Demolition Debris Management Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0350,Stationery and Office Supplies,2550
LOCAL,0B92,Construction and Demolition Debris Management Fund,41,Chicago Department of Public Health,1005,Department of Public Health,0450,Vehicles,176000
LOCAL,0100,Corporate Fund,45,Chicago Commission on Human Relations,2005,Chicago Commission on Human Relations,0005,Salaries and Wages - on Payroll,1227415
LOCAL,0100,Corporate Fund,45,Chicago Commission on Human Relations,2005,Chicago Commission on Human Relations,0015,Schedule Salary Adjustments,22166
LOCAL,0100,Corporate Fund,45,Chicago Commission on Human Relations,2005,Chicago Commission on Human Relations,0020,Overtime,1429
LOCAL,0100,Corporate Fund,45,Chicago Commission on Human Relations,2005,Chicago Commission on Human Relations,0039,For the Employment of Students as Trainees,23068
LOCAL,0100,Corporate Fund,45,Chicago Commission on Human Relations,2005,Chicago Commission on Human Relations,0130,Postage,3000
LOCAL,0100,Corporate Fund,45,Chicago Commission on Human Relations,2005,Chicago Commission on Human Relations,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,46245
LOCAL,0100,Corporate Fund,45,Chicago Commission on Human Relations,2005,Chicago Commission on Human Relations,0143,Court Reporting,4400
LOCAL,0100,Corporate Fund,45,Chicago Commission on Human Relations,2005,Chicago Commission on Human Relations,0149,For Software Maintenance and Licensing,2247
LOCAL,0100,Corporate Fund,45,Chicago Commission on Human Relations,2005,Chicago Commission on Human Relations,0152,Advertising,4400
LOCAL,0100,Corporate Fund,45,Chicago Commission on Human Relations,2005,Chicago Commission on Human Relations,0159,Lease Purchase Agreements for Equipment and Machinery,3777
LOCAL,0100,Corporate Fund,45,Chicago Commission on Human Relations,2005,Chicago Commission on Human Relations,0166,"Dues, Subscriptions and Memberships",18710
LOCAL,0100,Corporate Fund,45,Chicago Commission on Human Relations,2005,Chicago Commission on Human Relations,0169,Technical Meeting Costs,6435
LOCAL,0100,Corporate Fund,45,Chicago Commission on Human Relations,2005,Chicago Commission on Human Relations,0245,Reimbursement to Travelers,3000
LOCAL,0100,Corporate Fund,45,Chicago Commission on Human Relations,2005,Chicago Commission on Human Relations,0270,Local Transportation,6100
LOCAL,0100,Corporate Fund,45,Chicago Commission on Human Relations,2005,Chicago Commission on Human Relations,0350,Stationery and Office Supplies,3600
LOCAL,0100,Corporate Fund,45,Chicago Commission on Human Relations,2005,Chicago Commission on Human Relations,9438,For Services Provided by the Department of Fleet and Facilities Management,3000
LOCAL,0100,Corporate Fund,48,Mayor's Office for People with Disabilities,2005,Mayor's Office for People with Disabilities,0005,Salaries and Wages - on Payroll,2271711
LOCAL,0100,Corporate Fund,48,Mayor's Office for People with Disabilities,2005,Mayor's Office for People with Disabilities,0015,Schedule Salary Adjustments,38834
LOCAL,0100,Corporate Fund,48,Mayor's Office for People with Disabilities,2005,Mayor's Office for People with Disabilities,0039,For the Employment of Students as Trainees,41750
LOCAL,0100,Corporate Fund,48,Mayor's Office for People with Disabilities,2005,Mayor's Office for People with Disabilities,0130,Postage,1800
LOCAL,0100,Corporate Fund,48,Mayor's Office for People with Disabilities,2005,Mayor's Office for People with Disabilities,0135,For Delegate Agencies,650000
LOCAL,0100,Corporate Fund,48,Mayor's Office for People with Disabilities,2005,Mayor's Office for People with Disabilities,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,362312
LOCAL,0100,Corporate Fund,48,Mayor's Office for People with Disabilities,2005,Mayor's Office for People with Disabilities,0149,For Software Maintenance and Licensing,7551
LOCAL,0100,Corporate Fund,48,Mayor's Office for People with Disabilities,2005,Mayor's Office for People with Disabilities,0159,Lease Purchase Agreements for Equipment and Machinery,10915
LOCAL,0100,Corporate Fund,48,Mayor's Office for People with Disabilities,2005,Mayor's Office for People with Disabilities,0169,Technical Meeting Costs,4979
LOCAL,0100,Corporate Fund,48,Mayor's Office for People with Disabilities,2005,Mayor's Office for People with Disabilities,0245,Reimbursement to Travelers,7000
LOCAL,0100,Corporate Fund,48,Mayor's Office for People with Disabilities,2005,Mayor's Office for People with Disabilities,0270,Local Transportation,7201
LOCAL,0100,Corporate Fund,48,Mayor's Office for People with Disabilities,2005,Mayor's Office for People with Disabilities,0340,Material and Supplies,10699
LOCAL,0100,Corporate Fund,48,Mayor's Office for People with Disabilities,2005,Mayor's Office for People with Disabilities,0350,Stationery and Office Supplies,12387
LOCAL,0100,Corporate Fund,48,Mayor's Office for People with Disabilities,2005,Mayor's Office for People with Disabilities,0446,For the Purchase of IT and Data Communication Hardware,54170
LOCAL,0100,Corporate Fund,48,Mayor's Office for People with Disabilities,2005,Mayor's Office for People with Disabilities,9438,For Services Provided by the Department of Fleet and Facilities Management,15000
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0005,Salaries and Wages - on Payroll,11948114
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0015,Schedule Salary Adjustments,197488
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0125,Office and Building Services,4790
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0130,Postage,13000
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0135,For Delegate Agencies,1350000
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0138,For Professional Services for Information Technology Maintenance,480800
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,607000
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0149,For Software Maintenance and Licensing,25000
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0152,Advertising,4800
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0159,Lease Purchase Agreements for Equipment and Machinery,162394
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0166,"Dues, Subscriptions and Memberships",14049
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0169,Technical Meeting Costs,40000
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0229,Transportation and Expense Allowance,565
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0245,Reimbursement to Travelers,7500
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0270,Local Transportation,300
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0340,Material and Supplies,10500
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,0350,Stationery and Office Supplies,13400
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9143,Workforce Services for Target Populations,2234410
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9204,Youth Mentoring Programs,7414700
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9220,Chicago Youth Services Corp,1373452
LOCAL,0100,Corporate Fund,50,Department of Family and Support Services,2005,Department of Family and Support Services,9241,Criminal Justice Initiatives,1000000
